$Delta-1 Gru,22.29159,-43.2945,3.97
7 $Alpha Lac,22.31173,50.1657,3.77
42 $Zeta Peg,22.41276,10.4953,3.4
$Beta Gru,22.42399,-46.5305,2.11
44 $Eta Peg,22.43,30.1317,2.94
47 $Lambda Peg,22.46317,23.3356,3.95
$Epsilon Gru,22.48331,-51.1901,3.49
32 $Iota Cep,22.49406,66.1202,3.52
48 $Mu Peg,22.5,24.3606,3.48
73 $Lambda Aqr,22.52366,-7.3447,3.74
76 $Delta Aqr,22.54388,-15.4915,3.27
24 $Alpha PsA #Fomalhaut,22.57389,-29.372,1.16
1 $Omicron And,23.01551,42.1934,3.6
53 $Beta Peg,23.03463,28.0458,2.42
54 $Alpha Peg,23.04455,15.1219,2.49
R $Peg ~,23.06389,10.3234,6.8
88 $Aqr,23.09266,-21.1021,3.66
$Iota Gru,23.10214,-45.1448,3.9
V $Cas ~,23.1142,59.42,6.9
6 $Gamma Psc,23.17097,3.1656,3.69
$Gamma Tuc,23.17256,-58.1408,3.99
S $Peg ~,23.2033,8.5507,7.2
98 $Aqr,23.2258,-20.0602,3.97
$Omicrom Sigma 500 *,23.3730,44.26,6.3
16 $Lambda And,23.37337,46.273,3.82
35 $Gamma Cep,23.39207,77.3757,3.21
R $Aqr ~,23.43493,-15.1704,6.7
R $Cas ~,23.58228,51.234,5.5
Sigma 3050 *,23.5930,33.43,5.8
End,24,90,0
